original_title,genres,popularity,vote_average,vote_count,runtime,release_year
Fighter in the Wind,Action|Drama,0.291967,6.6,10,120,2004
The Five People You Meet In Heaven,Drama|Fantasy|Science Fiction,0.290518,6.7,15,180,2004
Envy,Comedy,0.287114,4.9,76,99,2004
The Heart is Deceitful Above All Things,Drama,0.286541,5.6,16,98,2004
Mr. 3000,Comedy|Drama,0.286442,5.1,33,104,2004
Six Shooter,Comedy,0.285626,6.7,15,27,2004
Connie and Carla,Comedy,0.283606,6.8,16,98,2004
Breakin' All the Rules,Comedy|Romance,0.283493,6.1,14,85,2004
The Final Cut,Drama|Mystery|Science Fiction|Thriller,0.282879,5.4,87,95,2004
Spartan,Mystery|Action|Drama|Thriller|Crime,0.280074,6.2,44,102,2004
Agent Cody Banks 2: Destination London,Comedy,0.275919,5.3,80,100,2004
Johnson Family Vacation,Comedy|Family,0.269855,5.3,16,97,2004
Frankenfish,Action|Horror|Comedy|Science Fiction|Thriller,0.267871,3.9,11,84,2004
Riding the Bullet,Drama|Horror|Thriller,0.266804,4.2,19,98,2004
Stage Beauty,Comedy|Drama|Romance,0.265114,6.7,14,106,2004
Super Size Me,Documentary|Comedy|Drama,0.263897,6.5,295,100,2004
A Home at the End of the World,Romance|Drama,0.369726,6.4,20,96,2004
Little Black Book,Comedy|Romance|Drama,0.252151,5.2,57,111,2004
Rois et reine,Romance|Drama|Comedy,0.251797,7.5,10,150,2004
Fat Albert,Comedy|Drama|Family,0.251389,4.3,38,93,2004
Against the Ropes,Romance|Drama,0.250878,4.8,16,106,2004
Non ti muovere,Drama|Romance|Foreign,0.25048,6.0,20,125,2004
Eating Out,Comedy,0.245917,5.7,20,90,2004
A Love Song for Bobby Long,Drama,0.244611,6.7,56,119,2004
Suwingu gÃ¢ruzu,Comedy,0.244032,7.0,11,105,2004
Employee of the Month,Action|Comedy,0.23959,5.7,22,97,2004
Saving Face,Comedy|Romance,0.236471,6.3,14,91,2004
Earthsea,Adventure|Drama|Fantasy,0.455263,6.1,18,180,2004
"Wake Up, Ron Burgundy: The Lost Movie",Comedy,0.484325,5.6,34,93,2004
A Dirty Shame,Comedy,0.225831,5.5,27,89,2004
Spartacus,Action|Drama,0.165469,5.6,11,174,2004
Out of Reach,Action|Thriller,0.221725,4.3,12,88,2004
Modigliani,Drama|Romance,0.220759,6.0,13,128,2004
The Football Factory,Drama,0.217497,6.9,33,91,2004
Ladder 49,Drama|Action|Thriller,0.216459,6.0,112,115,2004
The 24th Day,Drama|Thriller,0.209896,5.6,10,96,2004
Halloweentown High,Adventure|Comedy|Family|Fantasy|TV Movie,0.209846,5.4,42,82,2004
Stuck in the Suburbs,Comedy|Family|Music|TV Movie,0.20982,5.1,18,76,2004
What the #$*! Do We (K)now!?,Documentary,0.203253,5.9,19,109,2004
Back to Gaya,Animation|Fantasy,0.201053,5.2,16,91,2004
YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo,Adventure|Fantasy|Animation|Action|Comedy,0.19252,5.5,47,90,2004
LaLehet Al HaMayim,Drama,0.192215,6.4,10,103,2004
Catch That Kid,Family|Action|Adventure,0.274886,5.2,45,92,2004
Il cartaio,Horror,0.137751,4.9,19,103,2004
A Boyfriend for Christmas,Romance|Comedy|Drama|Family,0.186574,5.8,10,90,2004
The Chronicles of Riddick: Dark Fury,Action|Animation|Science Fiction|Thriller,0.186459,5.7,114,34,2004
The Woodsman,Drama,0.18495,6.4,35,87,2004
Le Convoyeur,Action|Drama|Crime,0.183345,6.4,16,95,2004
Dead Birds,Horror|Thriller|Western,0.18156,5.8,29,91,2004
My Summer of Love,Drama|Thriller|Romance,0.180015,5.5,33,86,2004
Undertow,Drama|Thriller,0.175454,5.9,11,108,2004
Unstoppable,Action|Drama|Thriller,0.173273,5.5,15,96,2004
Farscape The Peacekeeper Wars,Action|Comedy|Romance|Science Fiction|Thriller,0.16812,6.8,31,182,2004
The Door in the Floor,Drama,0.226049,5.6,19,111,2004
Criminal,Action|Comedy|Thriller,0.166159,6.4,15,87,2004
The Toolbox Murders,Mystery|Horror|Thriller,0.164872,5.1,12,95,2004
Inside I'm Dancing,Drama|Foreign,0.180954,6.7,30,104,2004
Superbabies: Baby Geniuses 2,Family|Comedy,0.157959,2.1,11,88,2004
Riding Giants,Documentary,0.156769,6.9,13,105,2004
Enduring Love,Drama|Thriller|Mystery,0.154904,5.2,17,100,2004
Speak,Drama,0.154834,6.7,82,89,2004
Mujhse Shaadi Karogi,Drama|Comedy|Romance|Foreign,0.076289,6.8,14,164,2004
Mean Creek,Crime|Drama,0.154421,7.3,33,90,2004
Chin Kei Bin 2 - Fa Tou Tai Kam,Adventure|Action|Comedy|Science Fiction,0.150708,5.2,16,106,2004
Ae Fond Kiss...,Drama|Romance,0.148092,6.1,14,104,2004
We Don't Live Here Anymore,Drama|Romance,0.145065,6.4,14,101,2004
Dead Man's Shoes,Drama|Thriller|Crime,0.144917,7.3,50,90,2004
Frankenstein,Drama|Horror|Science Fiction|Mystery,0.330795,5.8,10,115,2004
De-Lovely,Drama|Music,0.139783,6.1,18,125,2004
Dave Chappelle: For What it's Worth,Comedy,0.102266,7.4,15,58,2004
Vinci,Action|Comedy|Foreign,0.137973,6.8,11,108,2004
Welcome to Mooseport,Comedy,0.135381,4.8,26,110,2004
Dracula 3000,Horror|Science Fiction,0.209701,2.3,12,86,2004
Chris Rock: Never Scared,Comedy,0.129785,6.6,10,91,2004
Bobby Jones: Stroke of Genius,Drama,0.0533,5.9,14,120,2004
Creep,Horror|Thriller|Mystery,0.126695,5.6,77,85,2004
Kim Possible: A Sitch in Time,Action|Adventure|Animation|Family,0.316869,6.1,39,66,2004
The Brown Bunny,Drama,0.125361,5.5,23,93,2004
Gracie's Choice,TV Movie|Drama,0.125335,6.7,10,90,2004
The Cutting Edge: The Magic of Movie Editing,Documentary,0.119945,7.4,16,98,2004
Eulogy,Comedy|Drama,0.11766,5.9,12,91,2004
Never Die Alone,Action|Adventure|Crime|Drama|Thriller,0.109123,6.1,19,88,2004
Something the Lord Made,TV Movie|Drama,0.092713,6.8,19,110,2004
Decoys,Horror|Science Fiction|Thriller,0.090812,4.4,12,95,2004
The Power of Nightmares,Documentary,0.08977,7.6,14,180,2004
Satan's Little Helper,Horror|Romance|Comedy,0.088875,5.2,13,100,2004
Crimen Ferpecto,Comedy|Thriller|Crime|Foreign,0.229352,6.5,33,105,2004
Narco,Comedy,0.082116,5.8,26,105,2004
Zenon: Z3,TV Movie|Comedy|Adventure|Family,0.080157,4.8,13,95,2004
D.E.B.S.,Action|Comedy,0.078715,5.0,43,91,2004
You Got Served,Drama,0.077303,5.1,37,95,2004
Alone in the Wilderness,Documentary|History,0.075496,7.5,11,57,2004
Palindromes,Comedy|Drama,0.06926,6.4,17,100,2004
SoupÃ§ons,Drama|Documentary,0.001315,7.5,12,360,2004
Mensonges Et Trahisons Et Plus Si AffinitÃ©s...,Comedy|Romance,0.057343,6.8,13,90,2004
The I Inside,Thriller|Mystery|Science Fiction,0.04548,5.8,23,90,2004
Saint Ralph,Comedy|Drama,0.042066,6.3,14,95,2004
Bring It On Again,Comedy,0.022891,5.1,47,90,2004
Matando Cabos,Action|Adventure|Comedy|Crime|Foreign,0.021222,7.4,13,94,2004
I Am David,Drama|Family,0.188156,6.4,12,90,2004
Khakee,Action,0.00824,5.7,10,174,2004
DiG!,Documentary|Music,0.006346,6.8,12,107,2004
Cazuza - O tempo nÃ£o pÃ¡ra,Drama|Music,0.003461,6.7,16,98,2004
In questo mondo di ladri,Comedy,0.003456,5.2,10,91,2004
Long Way Round,Documentary|Adventure,0.001531,7.0,11,294,2004
Born into Brothels,Documentary,0.001117,6.4,23,85,2004
The Godfather,Drama|Crime,5.738034,8.3,3970,175,1972
Deliverance,Drama|Adventure|Thriller,0.949381,7.0,209,109,1972
Conquest of the Planet of the Apes,Action|Science Fiction,0.881814,6.1,109,88,1972
Cabaret,Drama|Music|Romance,0.669045,6.9,76,124,1972
Frenzy,Crime|Drama|Mystery|Thriller,0.599109,6.9,58,116,1972
Joe Kidd,Western,0.476664,6.2,25,88,1972
Silent Running,Adventure|Drama|Science Fiction,0.450264,6.1,69,89,1972
Slaughterhouse-Five,Comedy|Drama|Fantasy|Science Fiction,0.432033,6.0,17,104,1972
Pink Flamingos,Comedy,0.412913,6.3,51,93,1972
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,0.400301,6.5,93,88,1972
Horror Express,Horror,0.384557,6.6,19,90,1972
The Last House on the Left,Horror|Thriller,0.384193,6.1,46,84,1972
"What's Up, Doc?",Comedy|Romance,0.52835,7.3,28,94,1972
Jeremiah Johnson,Action|Drama|Western,0.36795,7.0,45,108,1972
Chato's Land,Action|Adventure|Western,0.338541,6.6,15,110,1972
The Poseidon Adventure,Action|Adventure,0.321141,7.7,144,117,1972
The Mechanic,Action|Crime|Thriller,0.291807,6.5,26,100,1972
Sleuth,Thriller|Mystery,0.269252,7.1,59,138,1972
The Cowboys,Action|Adventure|Drama|Western,0.265891,6.6,30,131,1972
The Getaway,Action|Crime|Thriller,0.260584,7.2,42,118,1972
"Now You See Him, Now You Don't",Comedy|Family,0.234241,7.6,17,88,1972
Tales from the Crypt,Horror,0.248258,8.0,19,92,1972
"Play It Again, Sam",Comedy|Drama|Romance,0.170549,7.2,50,85,1972
Boxcar Bertha,Crime|Drama|Romance|Thriller,0.230608,5.8,13,92,1972
Pink Floyd: Live at Pompeii,Music|Documentary,0.265169,7.4,15,85,1972
Carry On Abroad,Comedy,0.220365,5.7,10,88,1972
Avanti!,Comedy|Drama|Romance,0.513571,6.5,17,140,1972
Fritz the Cat,Animation|Comedy|Drama,0.198304,6.3,19,78,1972
The Candidate,Comedy|Drama,0.186995,6.7,14,110,1972
Across 110th Street,Action|Crime|Drama|Thriller,0.236771,5.9,12,102,1972
"Snoopy, Come Home",Family,0.174909,6.0,10,81,1972
The Life and Times of Judge Roy Bean,Action|Comedy|Western,0.130781,6.0,11,120,1972
The Other,Drama|Horror|Mystery,0.095011,5.3,10,108,1972
Asylum,Horror|Thriller|Mystery,0.200809,5.7,11,88,1972
Blacula,Horror|Thriller,0.091922,6.1,16,93,1972
Milano Calibro 9,Crime|Action,0.152463,6.6,11,100,1972
Carry On Matron,Comedy,0.069248,5.8,10,87,1972
Night of the Lepus,Horror|Science Fiction,0.058828,5.7,10,88,1972
Dr. Phibes Rises Again,Comedy|Horror,0.037191,6.2,15,89,1972
Fat City,Drama,0.024345,5.9,12,100,1972
The Empire Strikes Back,Adventure|Action|Science Fiction,5.488441,8.0,3954,124,1980
The Shining,Horror|Thriller,2.432001,7.9,1894,144,1980
Airplane!,Comedy|Romance,1.636256,7.0,618,88,1980
The Blues Brothers,Music|Comedy|Action|Crime,1.607219,7.3,614,133,1980
The Blue Lagoon,Romance|Adventure|Drama,1.392663,5.8,172,104,1980
Raging Bull,Drama,1.328578,7.4,437,129,1980
Superman II,Action|Adventure|Fantasy|Science Fiction,1.285924,6.3,319,127,1980
Friday the 13th,Horror,1.24642,6.4,282,95,1980
Fame,Drama,1.06566,5.8,37,134,1980
Flash Gordon,Science Fiction,0.915548,5.8,94,111,1980
The Elephant Man,Drama|History,0.814857,7.6,329,124,1980
Cheech & Chong's Next Movie,Action|Adventure|Comedy,0.764524,6.3,23,99,1980
Smokey and the Bandit II,Action|Comedy,0.76363,5.0,41,100,1980
Private Benjamin,Comedy,0.707582,6.2,40,109,1980
The Gods Must Be Crazy,Action|Comedy,0.681446,7.2,128,109,1980
The Fog,Horror,0.659182,6.2,128,89,1980
Little Lord Fauntleroy,TV Movie|Family|Drama,0.646441,6.5,30,103,1980
Caddyshack,Comedy,0.64229,6.5,192,98,1980
Dressed to Kill,Horror|Mystery|Thriller,0.590127,6.7,60,105,1980
Used Cars,Action|Comedy,0.580748,5.8,26,113,1980
Inferno,Horror|Thriller,0.521927,6.2,48,107,1980
Stir Crazy,Comedy,0.427457,6.7,59,111,1980
Bronco Billy,Action|Comedy|Drama|Romance|Western,0.422847,4.9,16,116,1980
Heaven's Gate,Action|Drama|History|Western,0.41895,6.0,18,219,1980
Terror Train,Horror|Thriller,0.416288,5.4,19,97,1980
The Big Brawl,Action|Comedy,0.172607,6.3,11,95,1980
The Final Countdown,Action|Science Fiction,0.413142,5.7,51,103,1980
Permanent Vacation,Drama,0.404642,6.2,10,75,1980
Somewhere in Time,Science Fiction|Drama|Fantasy|Romance,0.545843,6.5,44,103,1980
Popeye,Action|Adventure|Comedy|Family|Music,0.202265,5.4,75,114,1980
Herbie Goes Bananas,Fantasy|Comedy|Family|Adventure,0.39019,5.9,29,110,1980
Any Which Way You Can,Action|Adventure|Comedy,0.450726,5.9,43,115,1980
The Long Good Friday,Drama|Action|Thriller|Crime|Foreign,0.3748,7.1,36,114,1980
The Dogs of War,Adventure|Action|Thriller|Foreign,0.359586,5.0,16,118,1980
Altered States,Mystery|Drama|Fantasy|Science Fiction|Thriller,0.341183,6.0,57,102,1980
Urban Cowboy,Western|Drama,0.319636,6.5,23,132,1980
The Exterminator,Action|Thriller|Crime|Drama,0.314225,5.8,16,101,1980
The Mirror Crack'd,Crime|Thriller|Mystery,0.299527,5.9,18,105,1980
The Big Red One,Drama|War,0.28902,6.4,34,113,1980
American Gigolo,Thriller|Drama|Crime|Romance,0.283507,5.8,53,117,1980
Cruising,Action|Drama|Mystery|Thriller,0.266091,5.7,36,102,1980
Alligator,Horror|Science Fiction|Thriller,0.26295,5.1,17,91,1980
Nine to Five,Comedy,0.257935,6.4,40,110,1980
Atlantic City,Crime|Drama|Romance,0.248142,6.6,24,104,1980
å¸«å¼Ÿå‡ºé¦¬,Action|Comedy,0.247146,7.1,15,101,1980
Ordinary People,Drama,0.225188,6.8,54,124,1980
Stardust Memories,Comedy|Drama|Romance,0.247924,6.3,41,89,1980
Tom Horn,Action|Drama|Western,0.210879,5.2,11,94,1980
My Bodyguard,Drama|Family,0.210665,5.9,14,96,1980
Bad Timing,Drama|Mystery|Thriller,0.205099,5.8,14,123,1980
Saturn 3,Science Fiction|Thriller,0.323615,4.9,29,88,1980
Shogun Assassin,Adventure|Action,0.201964,6.8,17,85,1980
Prom Night,Horror|Mystery|Thriller,0.192608,6.4,39,92,1980
ShÅgun,History|Adventure|Drama,0.181908,6.2,11,125,1980
Breaker Morant,Drama|History|War,0.176667,5.9,14,107,1980
The Nude Bomb,Action|Comedy|Crime|Mystery,0.157484,5.1,10,94,1980
Brubaker,Crime|Drama,0.156245,6.9,36,125,1980
The Ninth Configuration,Comedy|Drama|Horror|Thriller,0.155584,6.3,12,118,1980
Battle Beyond the Stars,Science Fiction,0.074325,6.0,12,104,1980
Seems Like Old Times,Comedy|Romance,0.145131,5.9,18,100,1980
Coal Miner's Daughter,Drama|Music,0.113611,7.1,21,125,1980
Xanadu,Fantasy|Music|Romance,0.130304,5.3,30,96,1980
The Long Riders,Western|History,0.128234,6.0,17,99,1980
Maniac,Horror,0.118342,5.7,29,87,1980
Humanoids from the Deep,Horror|Science Fiction,0.113677,6.3,11,80,1980
The Watcher in the Woods,Fantasy|Horror|Thriller|Science Fiction|Mystery,0.103925,6.3,25,83,1980
The Hunter,Action|Drama|Thriller,0.100189,6.2,13,93,1980
Where the Buffalo Roam,Action|Adventure|Comedy|Drama,0.097584,5.5,21,96,1980
Death Ship,Adventure|Horror|Mystery|Thriller,0.091896,5.7,11,91,1980
The Octagon,Adventure|Action|Thriller,0.090285,3.6,11,104,1980
Foxes,Drama|Thriller,0.088759,5.4,10,106,1980
Forbidden Zone,Comedy|Fantasy,0.086854,7.3,20,74,1980
The Changeling,Horror|Thriller,0.133052,6.3,46,107,1980
The Awakening,Horror,0.0826,6.0,13,105,1980
Gloria,Drama|Action|Thriller|Crime,0.307691,6.7,13,123,1980
Hopscotch,Action|Adventure|Comedy|Thriller,0.042615,6.1,11,106,1980
The Stunt Man,Action|Comedy|Drama|Thriller,0.03468,6.5,14,131,1980
Motel Hell,Comedy|Horror,0.031133,5.9,24,102,1980
Pirates of the Caribbean: At World's End,Adventure|Fantasy|Action,4.965391,6.8,2626,169,2007
Harry Potter and the Order of the Phoenix,Adventure|Fantasy|Family|Mystery,4.878162,7.2,3382,138,2007
Ratatouille,Animation|Comedy|Family|Fantasy,2.764535,7.3,2434,111,2007
The Bourne Ultimatum,Action|Drama|Mystery|Thriller,2.755051,7.2,2051,115,2007
No Country for Old Men,Crime|Drama|Thriller,2.730114,7.6,1706,122,2007
I Am Legend,Drama|Horror|Action|Thriller|Science Fiction,2.692916,6.8,3013,101,2007
National Treasure: Book of Secrets,Action|Adventure|Mystery|Thriller,2.523173,6.0,1121,124,2007
Spider-Man 3,Fantasy|Action|Adventure,2.520912,5.8,2083,139,2007
The Mist,Science Fiction|Horror|Thriller,2.510571,6.6,714,126,2007
Stardust,Adventure|Fantasy|Romance|Family,2.489611,7.0,684,127,2007
Death Proof,Action|Thriller,2.400727,6.7,720,113,2007
Live Free or Die Hard,Action|Thriller,2.227384,6.3,1393,128,2007
Rush Hour 3,Action|Comedy|Crime|Thriller,2.213223,6.2,479,91,2007
Into the Wild,Adventure|Drama,2.194526,7.7,1768,148,2007
300,Action|Adventure|War,2.191408,7.0,3428,117,2007
Ghost Rider,Thriller|Action|Fantasy|Horror,2.148427,5.2,986,114,2007
Juno,Comedy|Drama|Romance,2.148164,6.9,1329,96,2007
Bridge to Terabithia,Adventure|Drama|Family,2.089502,6.9,564,96,2007
Shooter,Action|Drama|Mystery|Thriller|Crime,2.082325,6.9,937,124,2007
Atonement,Drama|Romance,2.066397,7.2,590,123,2007
There Will Be Blood,Drama,2.04262,7.8,830,158,2007
Species: The Awakening,Horror|Science Fiction|Thriller,2.042307,4.1,23,98,2007
American Gangster,Drama|Crime,1.946073,7.3,966,157,2007
Hot Fuzz,Crime|Action|Comedy,1.901256,7.2,1329,121,2007
Shrek the Third,Fantasy|Adventure|Animation|Comedy|Family,1.862295,5.8,1277,93,2007
Sweeney Todd: The Demon Barber of Fleet Street,Drama|Horror|Music,1.846602,6.8,971,116,2007
Superbad,Comedy,1.776713,7.0,1325,113,2007
Alvin and the Chipmunks,Comedy|Music|Family|Fantasy|Animation,1.748315,5.6,704,92,2007
Bee Movie,Family|Animation|Adventure|Comedy,1.713611,5.6,723,91,2007
Meet the Robinsons,Animation|Comedy|Family,1.672137,6.7,488,95,2007
P.S. I Love You,Drama|Romance,1.647017,7.0,639,126,2007
Knocked Up,Comedy|Romance|Drama,1.640237,6.0,746,129,2007
The Number 23,Thriller|Drama|Mystery,1.591827,6.2,569,101,2007
Planet Terror,Horror|Action|Thriller,1.588462,6.3,631,105,2007
4: Rise of the Silver Surfer,Adventure|Fantasy|Action|Thriller,1.552842,5.4,1611,92,2007
Enchanted,Comedy|Family|Fantasy|Romance,1.488671,6.6,726,107,2007
Zodiac,Crime|Drama|Mystery|Thriller,1.464555,7.1,1042,157,2007
Drive Thru,Comedy|Horror,1.433511,4.8,14,83,2007
Ocean's Thirteen,Crime|Thriller,1.41435,6.4,1371,122,2007
TMNT,Comedy|Adventure|Fantasy|Action|Science Fiction,1.390905,6.0,214,90,2007
The Simpsons Movie,Animation|Comedy|Family,1.380432,6.9,1258,87,2007
Charlie Wilson's War,Comedy|Drama|History,1.3747,6.3,187,102,2007
28 Weeks Later,Horror|Thriller|Science Fiction,1.368087,6.3,702,100,2007
The Kingdom,Thriller|Action|Drama,1.352489,6.4,307,110,2007
Aliens vs Predator: Requiem,Fantasy|Action|Science Fiction|Thriller|Horror,1.323511,4.9,423,94,2007
Sunshine,Science Fiction|Thriller,1.318019,6.8,654,107,2007
Mr. Bean's Holiday,Family|Comedy,1.31484,6.1,368,90,2007
Mr. Brooks,Drama|Crime|Mystery|Thriller,1.30813,6.7,266,120,2007
30 Days of Night,Horror|Thriller,1.285301,6.1,382,113,2007
The Golden Compass,Adventure|Fantasy,1.269498,5.7,740,113,2007
Once,Drama|Music|Romance,1.254438,7.3,305,85,2007
Fracture,Thriller,1.219374,7.1,458,113,2007
88 Minutes,Crime|Mystery|Thriller,1.210966,5.6,164,108,2007
The Brave One,Crime|Drama|Thriller,1.196636,6.3,115,122,2007
Disturbia,Thriller|Drama|Mystery,1.180341,6.6,549,105,2007
Lions for Lambs,Action|Adventure|Drama|History,1.156092,5.7,119,92,2007
3:10 to Yuma,Western,1.150389,6.8,762,122,2007
August Rush,Drama,1.145815,6.9,495,114,2007
Awake,Thriller|Crime|Mystery,1.142781,6.3,229,84,2007
War,Action|Thriller|Crime,1.13351,5.9,251,103,2007
Paranormal Activity,Horror|Mystery,1.120442,6.1,714,86,2007
Evan Almighty,Fantasy|Comedy|Family,1.109374,5.2,683,96,2007
I Now Pronounce You Chuck & Larry,Comedy|Romance,1.09781,5.9,368,115,2007
Next,Action|Science Fiction|Thriller,1.068126,5.9,499,96,2007
Cinderella III: A Twist in Time,Animation|Romance|Family|Fantasy,1.059229,6.0,143,70,2007
Premonition,Fantasy|Drama|Mystery,1.052831,5.9,213,110,2007
Breach,Drama|Thriller|Crime|History,1.052272,5.9,75,110,2007
Saw IV,Horror|Thriller|Crime,1.049862,5.8,469,93,2007
Fred Claus,Action|Comedy|Drama,1.031011,5.5,115,116,2007
Are We Done Yet?,Comedy|Family|Drama,1.02603,5.2,90,92,2007
Hairspray,Comedy|Music|Romance,1.019152,6.4,395,117,2007
The Hills Have Eyes II,Horror|Thriller,1.017441,5.1,178,89,2007
High School Musical 2,Comedy|Drama|Family|Music,0.996329,6.0,448,104,2007
Shoot 'Em Up,Action|Thriller|Comedy|Crime,0.993908,6.2,322,86,2007
Eastern Promises,Thriller|Crime|Mystery,0.992072,7.0,423,100,2007
Beowulf,Animation|Fantasy,0.969354,5.4,505,115,2007
No Reservations,Comedy,0.947353,6.0,202,104,2007
American Pie Presents: Beta House,Comedy,0.946065,5.4,285,88,2007
The Heartbreak Kid,Comedy,0.924655,5.6,215,116,2007
Surf's Up,Animation|Comedy|Family,0.919967,5.9,374,85,2007
1408,Horror|Thriller,0.917818,6.4,746,104,2007
Hitman,Action|Crime|Drama|Thriller,0.915514,5.9,615,89,2007
The Game Plan,Comedy|Family,0.911592,6.0,248,110,2007
Wild Hogs,Action|Adventure|Comedy,0.907749,5.6,361,100,2007
Grindhouse,Thriller|Action|Horror,0.906938,6.5,197,191,2007
Run Fatboy Run,Comedy|Romance,0.906039,6.2,117,100,2007
The Messengers,Thriller|Drama|Horror,0.890977,5.6,114,90,2007
Transformers,Adventure|Science Fiction|Action,0.890557,6.6,2752,144,2007
The Bucket List,Comedy|Drama|Adventure,0.881034,6.9,679,97,2007
Hostel: Part II,Horror,0.874887,5.6,203,93,2007
2 Days in Paris,Comedy|Romance,0.838034,6.4,56,96,2007
Blades of Glory,Action|Comedy|Drama,0.829553,5.9,346,93,2007
The Hitcher,Action|Horror|Crime,0.827695,5.4,124,84,2007
The Girl Next Door,Thriller|Crime|Drama|Horror,0.823647,6.4,116,91,2007
Wrong Turn 2: Dead End,Horror|Thriller,0.822839,5.3,128,96,2007
I Know Who Killed Me,Crime|Horror|Mystery|Thriller,0.811539,3.8,44,105,2007
Halloween,Horror,0.809646,5.8,241,109,2007
Becoming Jane,Drama|Romance,0.7944,6.9,175,120,2007
Family Guy Presents: Blue Harvest,Animation,0.779254,7.3,67,48,2007
Funny Games,Horror|Thriller|Crime,0.773934,6.2,240,112,2007
In the Name of the King: A Dungeon Siege Tale,Adventure|Fantasy|Action|Drama,0.761612,4.2,135,127,2007
Elizabeth: The Golden Age,Drama|History|Romance,0.756472,6.4,149,114,2007
Northanger Abbey,Drama|Romance,0.743027,6.9,37,93,2007
Feast of Love,Comedy|Drama|Romance,0.729174,5.8,26,101,2007
The Invasion,Science Fiction|Thriller,0.726521,5.4,156,99,2007
Mr. Magorium's Wonder Emporium,Comedy,0.704024,5.9,185,93,2007
Then She Found Me,Comedy|Drama|Romance,0.690719,5.2,23,100,2007
Before the Devil Knows You're Dead,Crime|Drama|Thriller,0.682794,6.7,153,117,2007
Afro Samurai,Animation|Adventure|Action|Drama|Fantasy,0.682626,7.2,42,125,2007
Daddy Day Camp,Comedy|Family,0.680581,4.8,51,89,2007
Outlaw,Action|Crime|Thriller,0.677804,5.9,21,103,2007
Waitress,Comedy,0.67455,6.7,59,108,2007
The Man from Earth,Science Fiction|Drama,0.674256,7.6,386,87,2007
Underdog,Action|Adventure|Comedy|Family,0.668698,5.0,100,84,2007
P2,Horror|Thriller,0.667454,5.8,73,98,2007
Resident Evil: Extinction,Horror|Action|Science Fiction,0.665367,6.0,789,94,2007
Diary of the Dead,Horror|Action|Science Fiction,0.663819,5.3,72,95,2007
The Assassination of Jesse James by the Coward Robert Ford,Action|Drama|Western,0.653746,6.9,460,160,2007
A Mighty Heart,Drama|Thriller,0.643102,6.7,54,100,2007
Death at a Funeral,Comedy|Drama,0.642207,6.7,262,90,2007
